Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,EMPTY
14899-54565,G,Andrei,Vasilevskii,4.568421053,19,8200,BOS@TB,TB,BOS,,,
14899-11301,G,Cameron,Talbot,4.204444444,45,8200,SJ@EDM,EDM,SJ,,,
14899-8944,G,Chad,Johnson,4.229411765,34,8100,NYR@BUF,BUF,NYR,,,
14899-8958,G,Jeff,Zatkoff,3.876923077,13,8000,PIT@NYI,PIT,NYI,,,
14899-12163,G,Sergei,Bobrovsky,3.896296296,27,8000,DET@CLS,CLS,DET,IR,Groin,
14899-8986,LW,Jamie,Benn,4.331343284,67,7900,DAL@MON,DAL,MON,,,
14899-8175,C,Patrice,Bergeron,4.191538462,65,7800,BOS@TB,BOS,TB,,,
14899-8615,RW,Joe,Pavelski,4.109230769,65,7800,SJ@EDM,SJ,EDM,,,
14899-8426,D,Brent,Burns,4.246923077,65,7700,SJ@EDM,SJ,EDM,,,
14899-8765,RW,Patric,Hornqvist,3.138461538,65,7600,PIT@NYI,PIT,NYI,,,
14899-8864,G,Robin,Lehner,4.611111111,18,7600,NYR@BUF,BUF,NYR,,,
14899-8172,G,Kari,Lehtonen,4.054545455,33,7600,DAL@MON,DAL,MON,,,
14899-8608,D,Kris,Letang,3.598181818,55,7600,PIT@NYI,PIT,NYI,,,
14899-64102,C,Connor,McDavid,3.648387097,31,7400,SJ@EDM,EDM,SJ,,,
14899-54809,G,Linus,Ullmark,3.894736842,19,7400,NYR@BUF,BUF,NYR,,,
14899-38930,G,Andrew,Hammond,3.317647059,17,7200,OTT@CAR,OTT,CAR,,,
14899-8264,D,Dustin,Byfuglien,3.37,65,7200,NSH@WPG,WPG,NSH,,,
14899-62666,G,Matthew,O'Connor,3.2,1,7200,OTT@CAR,OTT,CAR,,,
14899-8441,LW,Max,Pacioretty,3.337878788,66,7100,DAL@MON,MON,DAL,,,
14899-8353,G,Jimmy,Howard,3.4,26,7100,DET@CLS,DET,CLS,,,
14899-39844,G,Mike,Condon,3.286363636,44,7100,DAL@MON,MON,DAL,,,
14899-15321,C,Mark,Scheifele,3.474074074,54,7000,NSH@WPG,WPG,NSH,,,
14899-12093,G,Ben,Scrivens,3.2,10,7000,DAL@MON,MON,DAL,,,
14899-8182,RW,Blake,Wheeler,3.619230769,65,7000,NSH@WPG,WPG,NSH,,,
14899-9269,C,Logan,Couture,3.148571429,35,7000,SJ@EDM,SJ,EDM,,,
14899-11370,G,Eddie,Lack,3.428571429,28,7000,OTT@CAR,CAR,OTT,,,
14899-8551,D,Erik,Karlsson,3.734328358,67,7000,OTT@CAR,OTT,CAR,,,
14899-8682,RW,Phil,Kessel,3.073846154,65,7000,PIT@NYI,PIT,NYI,,,
14899-8776,G,Ondrej,Pavelec,3.2,22,6900,NSH@WPG,WPG,NSH,,,
14899-8294,C,Derick,Brassard,3.118461538,65,6900,NYR@BUF,NYR,BUF,,,
14899-8252,G,Cam,Ward,3.561904762,42,6900,OTT@CAR,CAR,OTT,,,
14899-12417,C,Tyler,Seguin,4.280597015,67,6900,DAL@MON,DAL,MON,,,
14899-9288,G,Antti,Niemi,3.842857143,42,6800,DAL@MON,DAL,MON,,,
14899-12410,LW,Taylor,Hall,3.714705882,68,6800,SJ@EDM,EDM,SJ,,,
14899-9092,LW,Evander,Kane,3.229464286,56,6700,NYR@BUF,BUF,NYR,,,
14899-13612,C,Tyler,Johnson,2.637735849,53,6700,BOS@TB,TB,BOS,,,
14899-43214,RW,Nikita,Kucherov,3.4890625,64,6700,BOS@TB,TB,BOS,,,
14899-8693,G,Jonas,Gustavsson,3.926315789,19,6700,BOS@TB,BOS,TB,,,
14899-12448,C,Derek,Stepan,2.769642857,56,6600,NYR@BUF,NYR,BUF,,,
14899-8614,C,Joe,Thornton,3.48,65,6600,SJ@EDM,SJ,EDM,,,
14899-15271,G,Laurent,Brossoit,1.8,2,6500,SJ@EDM,EDM,SJ,,,
14899-9052,G,James,Reimer,3.890909091,33,6500,SJ@EDM,SJ,EDM,,,
14899-51834,G,Daniel,Altshuller,0,0,6500,OTT@CAR,CAR,OTT,,,
14899-8502,RW,Kyle,Okposo,3.163114754,61,6500,PIT@NYI,NYI,PIT,,,
14899-8598,LW,Chris,Kunitz,2.544444444,63,6500,PIT@NYI,PIT,NYI,,,
14899-14126,G,Allan,York,0,0,6400,BOS@TB,TB,BOS,,,
14899-40023,G,Anton,Forsberg,2.9,4,6400,DET@CLS,CLS,DET,,,
14899-9025,RW,Jordan,Eberle,2.669090909,55,6400,SJ@EDM,EDM,SJ,,,
14899-12240,G,Edward,Pasquale,0,0,6400,DAL@MON,MON,DAL,,,
14899-15315,LW,Ondrej,Palat,2.254347826,46,6300,BOS@TB,TB,BOS,,,
14899-58909,G,Connor,Hellebuyck,4.323076923,26,6300,NSH@WPG,WPG,NSH,,,
14899-43219,G,Kristers,Gudlevskis,5.2,1,6300,BOS@TB,TB,BOS,,,
14899-8233,G,Curtis,McElhinney,1.9,18,6200,DET@CLS,CLS,DET,,,
14899-11294,G,Michael,Hutchinson,3.1,24,6200,NSH@WPG,WPG,NSH,,,
14899-8334,C,Pavel,Datsyuk,3.206122449,49,6200,DET@CLS,DET,CLS,DTD,Illness,
14899-15239,RW,Craig,Smith,2.434848485,66,6100,NSH@WPG,NSH,WPG,,,
14899-15251,LW,Boone,Jenner,2.781060606,66,6100,DET@CLS,CLS,DET,,,
14899-8319,RW,James,Neal,3.428030303,66,6100,NSH@WPG,NSH,WPG,,,
14899-12592,C,Ryan,Johansen,2.79453125,64,6100,NSH@WPG,NSH,WPG,,,
14899-12439,LW,Jeff,Skinner,2.840909091,66,6100,OTT@CAR,CAR,OTT,,,
14899-66411,G,Juuse,Saros,1,1,6000,NSH@WPG,NSH,WPG,,,
14899-12628,RW,Mark,Stone,2.852307692,65,6000,OTT@CAR,OTT,CAR,,,
14899-64100,C,Jack,Eichel,2.835820896,67,5900,NYR@BUF,BUF,NYR,,,
14899-9107,D,P.K.,Subban,3.170454545,66,5900,DAL@MON,MON,DAL,,,
14899-12411,D,Ryan,McDonagh,2.281666667,60,5900,NYR@BUF,NYR,BUF,,,
14899-8497,C,Frans,Nielsen,2.806349206,63,5900,PIT@NYI,NYI,PIT,,,
14899-9058,LW,Matt,Beleskey,2.5,65,5800,BOS@TB,BOS,TB,,,
14899-21648,D,Torey,Krug,2.576515152,66,5800,BOS@TB,BOS,TB,,,
14899-21523,LW,Alex,Killorn,2.218461538,65,5800,BOS@TB,TB,BOS,,,
14899-8420,LW,Benoit,Pouliot,2.465454545,55,5800,SJ@EDM,EDM,SJ,O,Shoulder,
14899-8335,LW,Henrik,Zetterberg,2.606153846,65,5800,DET@CLS,DET,CLS,,,
14899-8539,LW,Nick,Foligno,2.414035088,57,5800,DET@CLS,CLS,DET,,,
14899-8467,D,Shea,Weber,2.68968254,63,5800,NSH@WPG,NSH,WPG,,,
14899-8669,D,Victor,Hedman,2.604615385,65,5800,BOS@TB,TB,BOS,,,
14899-15306,RW,Brendan,Gallagher,3.481632653,49,5700,DAL@MON,MON,DAL,DTD,Lower body,
14899-15280,RW,Brandon,Saad,2.8359375,64,5700,DET@CLS,CLS,DET,DTD,Upper body,
14899-14056,RW,Cam,Atkinson,2.769230769,65,5700,DET@CLS,CLS,DET,,,
14899-8534,C,Jason,Spezza,3.275409836,61,5700,DAL@MON,DAL,MON,,,
14899-8520,RW,Ryan,Callahan,2.044615385,65,5700,BOS@TB,TB,BOS,,,
14899-12253,RW,Mats,Zuccarello Aasen,2.874242424,66,5600,NYR@BUF,NYR,BUF,,,
14899-8314,C,Mike,Ribeiro,2.327272727,66,5600,NSH@WPG,NSH,WPG,,,
14899-8234,LW,Eric,Staal,2.341791045,67,5600,NYR@BUF,NYR,BUF,,,
14899-14457,D,John,Klingberg,3.007575758,66,5600,DAL@MON,DAL,MON,DTD,Lower body,
14899-8628,D,Marc-Edouard,Vlasic,2.507258065,62,5600,SJ@EDM,SJ,EDM,,,
14899-21927,LW,Chris,Kreider,2.316666667,63,5500,NYR@BUF,NYR,BUF,,,
14899-12262,D,Roman,Josi,2.838636364,66,5500,NSH@WPG,NSH,WPG,,,
14899-8258,RW,Patrick,Sharp,3.031538462,65,5500,DAL@MON,DAL,MON,O,Lower body,
14899-8436,C,Tomas,Plekanec,2.728787879,66,5500,DAL@MON,MON,DAL,,,
14899-8562,RW,Scott,Hartnell,2.8203125,64,5500,DET@CLS,CLS,DET,,,
14899-8596,C,Jordan,Staal,2.424242424,66,5500,OTT@CAR,CAR,OTT,,,
14899-14178,D,Justin,Faulk,2.715454545,55,5400,OTT@CAR,CAR,OTT,DTD,Leg,
14899-13982,RW,Gustav,Nyquist,2.307692308,65,5400,DET@CLS,DET,CLS,,,
14899-39238,RW,Anders,Lee,2.305555556,63,5400,PIT@NYI,NYI,PIT,,,
14899-8176,C,David,Krejci,3.19122807,57,5400,BOS@TB,BOS,TB,,,
14899-8515,C,Brandon,Dubinsky,2.566949153,59,5400,DET@CLS,CLS,DET,,,
14899-15360,LW,J.T.,Miller,2.301515152,66,5400,NYR@BUF,NYR,BUF,,,
14899-23233,C,Alex,Galchenyuk,2.610606061,66,5400,DAL@MON,MON,DAL,DTD,Upper body,
14899-8932,LW,Zack,Smith,1.998484848,66,5300,OTT@CAR,OTT,CAR,,,
14899-9079,D,Keith,Yandle,2.295454545,66,5300,NYR@BUF,NYR,BUF,,,
14899-62788,LW,Dylan,Larkin,3.055555556,63,5300,DET@CLS,DET,CLS,,,
14899-40036,LW,Tomas,Hertl,2.6578125,64,5200,SJ@EDM,SJ,EDM,,,
14899-8162,C,Bryan,Little,2.592982456,57,5200,NSH@WPG,WPG,NSH,O,Back,
14899-9259,LW,Mike,Hoffman,3.179365079,63,5200,OTT@CAR,OTT,CAR,,,
14899-9321,LW,Tomas,Tatar,2.4421875,64,5200,DET@CLS,DET,CLS,,,
14899-14565,C,Mika,Zibanejad,2.365151515,66,5200,OTT@CAR,OTT,CAR,,,
14899-15357,LW,Carl,Hagelin,1.75625,64,5100,PIT@NYI,PIT,NYI,DTD,Undisclosed,
14899-15287,C,Jean-Gabriel,Pageau,2.076119403,67,5100,OTT@CAR,OTT,CAR,,,
14899-8619,LW,Patrick,Marleau,2.464615385,65,5100,SJ@EDM,SJ,EDM,,,
14899-8918,D,Anton,Stralman,2.139393939,66,5000,BOS@TB,TB,BOS,,,
14899-8838,D,Johnny,Boychuk,2.354807692,52,5000,PIT@NYI,NYI,PIT,,,
14899-42869,G,Matthew,Murray,4.866666667,6,4900,PIT@NYI,PIT,NYI,,,
14899-21897,LW,Brock,Nelson,2.374603175,63,4900,PIT@NYI,NYI,PIT,,,
14899-12667,C,Ryan,Spooner,2.525,66,4900,BOS@TB,BOS,TB,,,
14899-8464,LW,Colin,Wilson,1.730612245,49,4900,NSH@WPG,NSH,WPG,,,
14899-14456,D,Mattias,Ekholm,1.892424242,66,4900,NSH@WPG,NSH,WPG,,,
14899-11170,D,Nick,Leddy,1.761111111,63,4800,PIT@NYI,NYI,PIT,,,
14899-12749,G,Jean-Francois,Berube,3.4,3,4800,PIT@NYI,NYI,PIT,,,
14899-15386,RW,Ryan,Strome,1.921153846,52,4800,PIT@NYI,NYI,PIT,,,
14899-8674,LW,Mikhail,Grabovski,1.84122807,57,4800,PIT@NYI,NYI,PIT,IR,Upper body,
14899-58907,LW,Nikolaj,Ehlers,2.256349206,63,4700,NSH@WPG,WPG,NSH,DTD,Eye,
14899-8322,LW,Loui,Eriksson,2.96119403,67,4700,BOS@TB,BOS,TB,,,
14899-9083,D,Ryan,Ellis,2.01,65,4600,NSH@WPG,NSH,WPG,,,
14899-9006,RW,Tyler,Ennis,1.893478261,23,4600,NYR@BUF,BUF,NYR,IR,Concussion,
14899-8138,RW,Bobby,Ryan,2.768181818,66,4600,OTT@CAR,OTT,CAR,,,
14899-8228,D,Dion,Phaneuf,2.178125,64,4500,OTT@CAR,OTT,CAR,,,
14899-9354,LW,Patrick,Maroon,1.334745763,59,4500,SJ@EDM,EDM,SJ,,,
14899-8341,RW,Justin,Abdelkader,2.272307692,65,4500,DET@CLS,DET,CLS,,,
14899-58331,C,Leon,Draisaitl,2.832758621,58,4400,SJ@EDM,EDM,SJ,,,
14899-15247,C,Victor,Rask,2.3953125,64,4400,OTT@CAR,CAR,OTT,,,
14899-8726,D,Mike,Green,1.724561404,57,4400,DET@CLS,DET,CLS,,,
14899-55375,RW,Sam,Reinhart,2.0875,64,4400,NYR@BUF,BUF,NYR,,,
14899-9036,D,Travis,Hamonic,1.709322034,59,4400,PIT@NYI,NYI,PIT,,,
14899-9124,C,Ryan,O'Reilly,2.794915254,59,4400,NYR@BUF,BUF,NYR,IR,Foot,
14899-8315,RW,Brad,Richards,2.149019608,51,4400,DET@CLS,DET,CLS,,,
14899-8203,LW,Drew,Stafford,2.170491803,61,4400,NSH@WPG,WPG,NSH,,,
14899-8442,RW,Brian,Gionta,1.678125,64,4400,NYR@BUF,BUF,NYR,,,
14899-15313,C,Vladislav,Namestnikov,2.0015625,64,4300,BOS@TB,TB,BOS,,,
14899-9077,C,Kyle,Turris,2.084210526,57,4300,OTT@CAR,OTT,CAR,O,Ankle,
14899-9305,LW,Mathieu,Perreault,2.096875,64,4300,NSH@WPG,WPG,NSH,,,
14899-8336,C,Valtteri,Filppula,1.624242424,66,4300,BOS@TB,TB,BOS,,,
14899-42912,D,Oscar,Klefbom,1.54,30,4200,SJ@EDM,EDM,SJ,IR,Infection,
14899-58990,RW,Kevin,Hayes,2.08125,64,4200,NYR@BUF,NYR,BUF,,,
14899-8169,D,Zach,Bogosian,1.29,50,4200,NYR@BUF,BUF,NYR,,,
14899-9270,D,Jason,Demers,2.095,60,4200,DAL@MON,DAL,MON,,,
14899-8211,D,Tyler,Myers,1.995384615,65,4200,NSH@WPG,WPG,NSH,,,
14899-8340,LW,Darren,Helm,1.624590164,61,4200,DET@CLS,DET,CLS,,,
14899-8362,RW,Ales,Hemsky,1.841666667,60,4200,DAL@MON,DAL,MON,,,
14899-12299,D,David,Savard,1.539795918,49,4200,DET@CLS,CLS,DET,,,
14899-8611,D,Alex,Goligoski,1.908955224,67,4200,DAL@MON,DAL,MON,,,
14899-15333,LW,Antoine,Roussel,1.843846154,65,4100,DAL@MON,DAL,MON,,,
14899-42862,D,Olli,Maatta,1.769491525,59,4100,PIT@NYI,PIT,NYI,,,
14899-39271,RW,Seth,Griffith,-0.75,2,4100,BOS@TB,BOS,TB,,,
14899-39245,D,Jacob,Trouba,1.553125,64,4100,NSH@WPG,WPG,NSH,,,
14899-8310,D,Kris,Russell,1.133333333,54,4100,DAL@MON,DAL,MON,,,
14899-8186,D,Zdeno,Chara,2.318461538,65,4100,BOS@TB,BOS,TB,,,
14899-42417,LW,Jonathan,Drouin,1.505263158,19,4100,BOS@TB,TB,BOS,,,
14899-8446,D,Andrei,Markov,1.815151515,66,4100,DAL@MON,MON,DAL,,,
14899-41394,D,Seth,Jones,1.586153846,65,4100,DET@CLS,CLS,DET,,,
14899-8683,RW,Lee,Stempniak,2.723880597,67,4100,BOS@TB,BOS,TB,,,
14899-8999,D,Matt,Lashoff,0,0,4000,DAL@MON,MON,DAL,,,
14899-41390,RW,Elias,Lindholm,1.86969697,66,4000,OTT@CAR,CAR,OTT,,,
14899-8535,C,Mike,Fisher,1.424545455,55,4000,NSH@WPG,NSH,WPG,,,
14899-23061,LW,Calle,Jarnkrok,1.587692308,65,4000,NSH@WPG,NSH,WPG,,,
14899-23053,RW,Jesper,Fast,1.380952381,63,4000,NYR@BUF,NYR,BUF,,,
14899-9033,C,Casey,Cizikas,1.516666667,63,3900,PIT@NYI,NYI,PIT,,,
14899-9990,LW,Lars,Eller,1.460606061,66,3900,DAL@MON,MON,DAL,DTD,Lower body,
14899-9011,D,Andrej,Sekera,1.510447761,67,3900,SJ@EDM,EDM,SJ,,,
14899-8992,RW,Colton,Sceviour,1.620338983,59,3900,DAL@MON,DAL,MON,,,
14899-60686,LW,Mattias,Janmark,1.853731343,67,3900,DAL@MON,DAL,MON,,,
14899-12737,D,Stefan,Elliott,1.421052632,19,3900,NSH@WPG,NSH,WPG,,,
14899-8348,D,Niklas,Kronwall,1.166,50,3900,DET@CLS,DET,CLS,,,
14899-8459,RW,Joel,Ward,2.180952381,63,3900,SJ@EDM,SJ,EDM,,,
14899-14478,RW,Andrej,Nestrasil,1.890909091,55,3900,OTT@CAR,CAR,OTT,O,Lower body,
14899-8484,LW,David,Clarkson,0.607142857,21,3900,DET@CLS,CLS,DET,,,
14899-8495,LW,Josh,Bailey,1.706451613,62,3900,PIT@NYI,NYI,PIT,,,
14899-8576,C,Vernon,Fiddler,1.439552239,67,3900,DAL@MON,DAL,MON,,,
14899-42993,D,Rasmus,Ristolainen,2.168656716,67,3800,NYR@BUF,BUF,NYR,,,
14899-59218,RW,David,Pastrnak,2.388888889,36,3800,BOS@TB,BOS,TB,,,
14899-21755,RW,Alex,Chiasson,1.119354839,62,3800,OTT@CAR,OTT,CAR,,,
14899-54743,C,Alexander,Wennberg,1.661111111,54,3800,DET@CLS,CLS,DET,,,
14899-41392,RW,Valeri,Nichushkin,1.796875,64,3800,DAL@MON,DAL,MON,,,
14899-8695,LW,Cody,Hodgson,1.256410256,39,3800,NSH@WPG,NSH,WPG,,,
14899-12449,RW,Brett,Connolly,1.559375,64,3800,BOS@TB,BOS,TB,,,
14899-37883,D,Cody,Ceci,1.546666667,60,3800,OTT@CAR,OTT,CAR,,,
14899-37968,LW,Jonathan,Audy-Marchessault,1.68,35,3700,BOS@TB,TB,BOS,,,
14899-39990,C,William,Karlsson,1.024615385,65,3700,DET@CLS,CLS,DET,,,
14899-59207,RW,Viktor,Arvidsson,1.83375,40,3700,NSH@WPG,NSH,WPG,,,
14899-21710,RW,J.T.,Brown,1.954032258,62,3700,BOS@TB,TB,BOS,,,
14899-11152,RW,Zack,Kassian,1.736363636,22,3700,SJ@EDM,EDM,SJ,,,
14899-11122,C,Nick,Bonino,1.379347826,46,3700,PIT@NYI,PIT,NYI,,,
14899-9104,C,David,Desharnais,1.642105263,57,3700,DAL@MON,MON,DAL,IR,Foot,
14899-9325,RW,Patrick,Eaves,1.485,40,3700,DAL@MON,DAL,MON,O,Illness,
14899-8434,C,Scott,Gomez,0.8625,24,3700,OTT@CAR,OTT,CAR,,,
14899-8526,D,Daniel,Girardi,1.348333333,60,3700,NYR@BUF,NYR,BUF,,,
14899-8746,LW,Matt,Calvert,1.359649123,57,3600,DET@CLS,CLS,DET,,,
14899-11284,C,Cody,Eakin,1.791044776,67,3600,DAL@MON,DAL,MON,,,
14899-8411,D,Thomas,Hickey,1.327272727,44,3600,PIT@NYI,NYI,PIT,,,
14899-8327,D,Trevor,Daley,1.352307692,65,3600,PIT@NYI,PIT,NYI,,,
14899-8569,D,Matt,Carle,0.628,50,3600,BOS@TB,TB,BOS,,,
14899-12288,RW,Tommy,Wingels,1.302678571,56,3600,SJ@EDM,SJ,EDM,IR,Shoulder,
14899-14451,LW,Oscar,Lindberg,2.096031746,63,3600,NYR@BUF,NYR,BUF,,,
14899-15349,D,Joe,Morrow,1.066666667,27,3500,BOS@TB,BOS,TB,,,
14899-39145,D,Dan,DeKeyser,1.355737705,61,3500,DET@CLS,DET,CLS,,,
14899-38947,D,Andrej,Sustr,0.93442623,61,3500,BOS@TB,TB,BOS,DTD,Undisclosed,
14899-42983,RW,Joel,Armia,1.208823529,34,3500,NSH@WPG,WPG,NSH,,,
14899-9196,LW,Matt,Martin,1.495238095,63,3500,PIT@NYI,NYI,PIT,,,
14899-8311,D,Marc,Methot,1.167241379,58,3500,OTT@CAR,OTT,CAR,,,
14899-8428,D,Marek,Zidlicky,1.248979592,49,3500,PIT@NYI,NYI,PIT,,,
14899-23051,LW,Joakim,Nordstrom,1.450909091,55,3500,OTT@CAR,CAR,OTT,,,
14899-15328,D,Brandon,Davidson,1.258823529,51,3400,SJ@EDM,EDM,SJ,DTD,Lower body,
14899-21921,C,Riley,Sheahan,1.1546875,64,3400,DET@CLS,DET,CLS,,,
14899-11254,D,Ian,Cole,0.675471698,53,3400,PIT@NYI,PIT,NYI,,,
14899-9040,D,Calvin,de Haan,1.171929825,57,3400,PIT@NYI,NYI,PIT,DTD,Lower body,
14899-11150,LW,Marcus,Foligno,1.271666667,60,3400,NYR@BUF,BUF,NYR,,,
14899-9145,D,Ben,Lovejoy,1.170175439,57,3400,PIT@NYI,PIT,NYI,IR,Upper body,
14899-11410,D,Justin,Braun,1.561904762,63,3400,SJ@EDM,SJ,EDM,,,
14899-66680,D,Jaccob,Slavin,1.408510638,47,3400,OTT@CAR,CAR,OTT,,,
14899-8236,C,Matt,Cullen,1.395384615,65,3400,PIT@NYI,PIT,NYI,,,
14899-39676,LW,Cedric,Paquette,1.171428571,42,3400,BOS@TB,TB,BOS,,,
14899-54193,RW,Phil,Di Giuseppe,1.778787879,33,3400,OTT@CAR,CAR,OTT,,,
14899-8469,D,Kevin,Klein,1.259433962,53,3400,NYR@BUF,NYR,BUF,,,
14899-62783,RW,Joonas,Donskoi,1.766666667,60,3400,SJ@EDM,SJ,EDM,,,
14899-14462,C,Johan,Larsson,0.814166667,60,3400,NYR@BUF,BUF,NYR,,,
14899-15401,D,Kevan,Miller,1.555084746,59,3400,BOS@TB,BOS,TB,DTD,Upper body,
14899-8626,D,Dan,Boyle,1.527118644,59,3400,NYR@BUF,NYR,BUF,,,
14899-12438,C,Riley,Nash,1.167307692,52,3400,OTT@CAR,CAR,OTT,,,
14899-15302,D,Nathan,Beaulieu,1.288392857,56,3300,DAL@MON,MON,DAL,IR,Lower body,
14899-8791,RW,Matt,Moulson,1.181818182,66,3300,NYR@BUF,BUF,NYR,,,
14899-8742,RW,Viktor,Stalberg,1.621666667,60,3300,NYR@BUF,NYR,BUF,,,
14899-21932,RW,Beau,Bennett,1.636,25,3300,PIT@NYI,PIT,NYI,IR,Upper body,
14899-14149,RW,Jimmy,Hayes,1.87,65,3300,BOS@TB,BOS,TB,,,
14899-42863,D,Derrick,Pouliot,1.283333333,18,3300,PIT@NYI,PIT,NYI,,,
14899-14151,RW,Austin,Watson,0.787755102,49,3300,NSH@WPG,NSH,WPG,,,
14899-15288,LW,Shane,Prince,1.417777778,45,3300,PIT@NYI,NYI,PIT,,,
14899-9085,C,Cal,O'Reilly,1.6,9,3300,NYR@BUF,BUF,NYR,,,
14899-39405,LW,Miikka,Salomaki,1.083333333,48,3300,NSH@WPG,NSH,WPG,,,
14899-9194,RW,Micheal,Haley,1.195,10,3300,SJ@EDM,SJ,EDM,,,
14899-39234,LW,Matthew,Nieto,1.06984127,63,3300,SJ@EDM,SJ,EDM,,,
14899-58879,LW,Scott,Wilson,1.509090909,22,3300,PIT@NYI,PIT,NYI,,,
14899-8470,D,Cody,Franson,1.352542373,59,3300,NYR@BUF,BUF,NYR,O,Neck,
14899-43139,C,Andreas,Athanasiou,1.44,20,3300,DET@CLS,DET,CLS,,,
14899-23222,RW,Zemgus,Girgensons,1.298214286,56,3300,NYR@BUF,BUF,NYR,,,
14899-8684,C,Nikolai,Kulemin,1.371428571,63,3300,PIT@NYI,NYI,PIT,,,
14899-62157,C,Andrew,Copp,0.638333333,60,3200,NSH@WPG,WPG,NSH,,,
14899-54503,LW,Ryan,Dzingel,1.24375,16,3200,OTT@CAR,OTT,CAR,,,
14899-23928,LW,Radek,Faksa,1.146666667,30,3200,DAL@MON,DAL,MON,,,
14899-15246,D,Ryan,Murphy,1.223809524,21,3200,OTT@CAR,CAR,OTT,,,
14899-54457,D,Jordan,Oesterle,1.75,4,3200,SJ@EDM,EDM,SJ,,,
14899-42924,D,Colin,Miller,1.730769231,39,3200,BOS@TB,BOS,TB,,,
14899-9087,LW,Nick,Spaling,0.869047619,42,3200,SJ@EDM,SJ,EDM,,,
14899-13913,LW,Tom,Kuhnhackl,1.008,25,3200,PIT@NYI,PIT,NYI,,,
14899-12847,LW,Landon,Ferraro,0.89537037,54,3200,BOS@TB,BOS,TB,,,
14899-39235,C,Chris,Tierney,1.119047619,63,3200,SJ@EDM,SJ,EDM,,,
14899-39252,LW,Brock,McGinn,0.452380952,21,3200,OTT@CAR,CAR,OTT,,,
14899-12646,C,Alex,Burmistrov,1.034375,64,3200,NSH@WPG,WPG,NSH,,,
14899-8286,D,Scott,Hannan,0,0,3200,SJ@EDM,SJ,EDM,,,
14899-8288,D,John-Michael,Liles,1.191176471,68,3200,BOS@TB,BOS,TB,,,
14899-8167,D,Ron,Hainsey,1.114393939,66,3200,OTT@CAR,CAR,OTT,,,
14899-8168,D,Tobias,Enstrom,1.136923077,65,3200,NSH@WPG,WPG,NSH,,,
14899-8231,D,Adam,Pardy,0.716666667,18,3200,SJ@EDM,EDM,SJ,,,
14899-54867,LW,Melker,Karlsson,1.520833333,48,3200,SJ@EDM,SJ,EDM,,,
14899-23052,RW,Teemu,Pulkkinen,1.872727273,33,3200,DET@CLS,DET,CLS,,,
14899-14480,LW,Nicolas,Deslauriers,0.7,55,3200,NYR@BUF,BUF,NYR,,,
14899-8486,D,Paul,Martin,1.025806452,62,3200,SJ@EDM,SJ,EDM,,,
14899-43133,C,Luke,Glendening,1.08125,64,3200,DET@CLS,DET,CLS,,,
14899-23229,LW,Nail,Yakupov,1.582608696,46,3200,SJ@EDM,EDM,SJ,,,
14899-23286,D,Ryan,Murray,1.225757576,66,3200,DET@CLS,CLS,DET,DTD,Illness,
14899-54481,D,Jake,McCabe,0.834677419,62,3100,NYR@BUF,BUF,NYR,,,
14899-21936,D,Dylan,Demelo,0.724242424,33,3100,SJ@EDM,SJ,EDM,,,
